// MEL syllablesInWord 1st      2nd     3rd     4th     5th
//:
   35        4       197 224 200 187 207 198 193 170 183 209 
// marqueur mots lexicaux monosyllabiques :
   36        0       226 207   0   0   0   0   0   0   0   0 
   36        1       170 204 221 238   0   0   0   0   0   0 
   36        2       215 227 204 161 171 224   0   0   0   0 
   36        3       221 234 214 192 170 153 176 221   0   0 
   36        4       190 215 224 249 224 205 197 170 178 224 
// marqueur aprŠs verbe en d‚but de phrase suivi d'1 chiffre + 'de des' :
   37        0       195 224   0   0   0   0   0   0   0   0 
   37        1       202 176 188 226   0   0   0   0   0   0 
   37        2       210 258 234 195 178 224   0   0   0   0 
   37        3       207 229 217 204 190 178 202 217   0   0 
   37        4       207 212 200 190 185 181 176 173 197 217 
// marqueur pour petites rŠgles syntaxiques :
   38        0       195 224   0   0   0   0   0   0   0   0 
   38        1       164 153 187 234   0   0   0   0   0   0 
   38        2       224 238 204 149 154 243   0   0   0   0 
   38        3       207 190 181 168 161 147 153 234   0   0 
   38        4       207 229 212 197 188 180 170 149 156 238 
// NOM ou ADJ en d‚but de phrase :
   39        0       226 256   0   0   0   0   0   0   0   0 
   39        1       229 212 204 187   0   0   0   0   0   0 
   39        2       187 212 222 244 258 215   0   0   0   0 
   39        3       188 193 212 246 277 260 249 231   0   0 
   39        4       207 224 248 255 263 231 217 204 200 197 
// grosses prep: "pour  vers face … lorsque... en milieu de phrase :
   40        0       175 163   0   0   0   0   0   0   0   0 
   40        1       192 163 209 170   0   0   0   0   0   0 
   40        2       175 200 217 176 168 163   0   0   0   0 
   40        3       214 197 170 159 207 215 185 168   0   0 
   40        4       215 207 197 180 204 193 185 180 173 170 
// adverbe 68 :
   41        0       209 227   0   0   0   0   0   0   0   0 
   41        1       200 234 190 180   0   0   0   0   0   0 
   41        2       246 234 217 163 173 193   0   0   0   0 
   41        3       200 214 241 227 209 190 170 212   0   0 
   41        4       234 207 197 190 238 229 214 170 180 193 
// marqueur si phrase ‚nonciative de termine par";" :
   42        0       149 132   0   0   0   0   0   0   0   0 
   42        1       212 190 149 132   0   0   0   0   0   0 
   42        2       200 229 192 183 147 132   0   0   0   0 
   42        3       238 221 234 221 204 187 149 129   0   0 
   42        4       238 221 234 215 204 193 178 170 153 129 
// marqueur devant proposition forte  sans pause :
   43        0       166 212   0   0   0   0   0   0   0   0 
   43        1       212 156 173 244   0   0   0   0   0   0 
   43        2       255 212 187 149 166 209   0   0   0   0 
   43        3       207 229 217 204 190 161 153 234   0   0 
   43        4       217 241 204 183 180 170 153 161 166 210 
// marqueur si " " fin d'incise :
   44        0       153 238   0   0   0   0   0   0   0   0 
   44        1       153 149 144 246   0   0   0   0   0   0 
   44        2       153 144 149 156 163 214   0   0   0   0 
   44        3       180 170 153 149 166 178 192 217   0   0 
   44        4       195 212 200 195 187 176 170 149 158 209 
// marqueur adverbes en "ement" dans phrases interrogatives.:
   45        0       204 246   0   0   0   0   0   0   0   0 
   45        1       204 187 209 263   0   0   0   0   0   0 
   45        2       215 200 187 168 171 195   0   0   0   0 
   45        3       221 234 214 192 170 161 176 212   0   0 
   45        4       173 198 207 215 190 178 183 161 158 173 
// fin de phrase interrogative d‚butant par pronom interrogatif=10 ou 11 :
   46        0       170 255   0   0   0   0   0   0   0   0 
   46        1       163 153 146 246   0   0   0   0   0   0 
   46        2       224 173 166 153 149 255   0   0   0   0 
   46        3       255 207 221 204 190 170 163 255   0   0 
   46        4       226 205 200 180 170 166 163 156 146 238 
// marqueur devant proposition forte  sans pause  et sans all :
   47        0       190 226   0   0   0   0   0   0   0   0 
   47        1       204 181 178 153   0   0   0   0   0   0 
   47        2       188 239 215 173 158 190   0   0   0   0 
   47        3       204 246 221 204 181 170 161 195   0   0 
   47        4       200 190 187 183 180 170 153 161 183 210 
// = 43 en d‚but de phrase. :
   48        0       195 263   0   0   0   0   0   0   0   0 
   48        1       224 204 187 255   0   0   0   0   0   0 
   48        2       221 204 192 156 195 280   0   0   0   0 
   48        3       221 204 198 187 170 166 180 265   0   0 
   48        4       229 209 212 192 197 207 183 159 166 261 
// marqueur de confirmation :
   49        0       180 149   0   0   0   0   0   0   0   0 
   49        1       217 241 178 149   0   0   0   0   0   0 
   49        2       195 170 207 238 170 149   0   0   0   0 
   49        3       200 170 210 217 224 246 178 149   0   0 
   49        4       200 170 210 217 224 238 205 188 178 149 
// marqueur de doute ou d'avertissement :
   50        0       170 289   0   0   0   0   0   0   0   0 
   50        1       255 221 166 217   0   0   0   0   0   0 
   50        2       272 306 204 176 170 238   0   0   0   0 
   50        3       289 272 238 221 176 159 173 241   0   0 
   50        4       306 289 255 221 212 204 170 156 195 263 
// marqueur aprŠs verbe  intonation montante et allongement
//si phrase a plus de 15 syllabes sans pauses. :
   51        0       195 224   0   0   0   0   0   0   0   0 
   51        1       204 170 163 221   0   0   0   0   0   0 
   51        2       221 236 190 170 159 226   0   0   0   0 
   51        3       180 195 221 255 226 209 195 170   0   0 
   51        4       209 229 207 180 166 153 161 170 175 221 
// verbe infinitif aprŠs inversion verbe-sujet
//si phrase a plus de 15 syllabes:
   52        0       176 234   0   0   0   0   0   0   0   0 
   52        1       229 215 176 234   0   0   0   0   0   0 
   52        2       221 204 180 161 200 234   0   0   0   0 
   52        3       227 221 195 187 170 163 181 238   0   0 
   52        4       227 221 214 180 198 190 170 153 166 229 
// si 1 seul mot dans phrase exclam. :
   53        0       190 306   0   0   0   0   0   0   0   0 
   53        1       195 246 158 192   0   0   0   0   0   0 
   53        2       255 204 204 176 170 238   0   0   0   0 
   53        3       238 221 214 204 176 159 173 241   0   0 
   53        4       255 238 221 212 204 195 170 156 173 263 
// marqueur si "..." :
   54        0       187 306   0   0   0   0   0   0   0   0 
   54        1       187 153 181 306   0   0   0   0   0   0 
   54        2       190 173 161 156 181 272   0   0   0   0 
   54        3       212 221 195 178 170 156 181 289   0   0 
   54        4       210 221 214 187 170 163 159 153 181 289 
// marqueur aprŠs verbe attribut ou auxillaire :
   55        0       153 163   0   0   0   0   0   0   0   0 
   55        1       164 146 161 178   0   0   0   0   0   0 
   55        2       170 163 180 185 190 200   0   0   0   0 
   55        3       170 175 180 185 187 190 193 197   0   0 
   55        4       166 170 175 178 180 185 190 193 197 200 
// interjection :
   56        0       212 238   0   0   0   0   0   0   0   0 
   56        1       246 212 209 226   0   0   0   0   0   0 
   56        2       246 212 183 173 212 229   0   0   0   0 
   56        3       255 227 209 197 190 178 212 229   0   0 
   56        4       246 210 197 190 187 180 176 166 210 229 
// marqueur si coordination entre 2 phrases courtes :
   57        0       149 195   0   0   0   0   0   0   0   0 
   57        1       244 214 166 173   0   0   0   0   0   0 
   57        2       221 238 212 178 153 178   0   0   0   0 
   57        3       190 193 224 200 185 170 156 173   0   0 
   57        4       204 215 246 224 207 193 183 173 153 166 
// fin de groupe nominal avec pause:rŠgle 102 126 127 :
   58        0       136 212   0   0   0   0   0   0   0   0 
   58        1       170 136 144 212   0   0   0   0   0   0 
   58        2       217 212 204 156 163 200   0   0   0   0 
   58        3       221 214 207 197 178 163 170 215   0   0 
   58        4       229 221 209 204 181 170 159 153 166 215 
// fin de groupe nominal avec pause : rŠgle 106 107 125 150 :
   59        0       171 212   0   0   0   0   0   0   0   0 
   59        1       200 180 163 198   0   0   0   0   0   0 
   59        2       229 207 190 161 168 198   0   0   0   0 
   59        3       229 202 197 181 161 149 163 202   0   0 
   59        4       226 209 197 190 181 168 159 153 166 198 
// fin de groupe nominal avec pause : rŠgle 128 :
   60        0       190 238   0   0   0   0   0   0   0   0 
   60        1       198 154 168 251   0   0   0   0   0   0 
   60        2       212 195 204 153 175 226   0   0   0   0 
   60        3       173 212 221 183 173 156 178 232   0   0 
   60        4       173 212 238 212 204 192 166 153 149 190 
// grosses prep: "pour  vers a partir de  lorsque...en tete de phrase :
   61        0       256 222   0   0   0   0   0   0   0   0 
   61        1       246 217 207 173   0   0   0   0   0   0 
   61        2       238 214 210 204 190 180   0   0   0   0 
   61        3       234 221 204 190 248 217 170 166   0   0 
   61        4       249 224 197 180 221 210 185 180 173 170 
// adverbe en attaque de phrase. :
   62        0       229 255   0   0   0   0   0   0   0   0 
   62        1       246 234 190 178   0   0   0   0   0   0 
   62        2       221 238 217 190 173 193   0   0   0   0 
   62        3       246 214 224 210 198 190 183 212   0   0 
   62        4       207 234 241 207 198 190 180 166 176 210 
// marqueur apres verbe  intonation montante  derniere partie de phrase. :
   63        0       178 207   0   0   0   0   0   0   0   0 
   63        1       212 195 183 221   0   0   0   0   0   0 
   63        2       190 224 190 170 153 209   0   0   0   0 
   63        3       190 212 200 187 173 153 168 210   0   0 
   63        4       190 195 183 173 168 159 153 149 170 200 
// mot devant une prep  derniŠre partie de phrase :
   64        0       180 168   0   0   0   0   0   0   0   0 
   64        1       192 183 178 166   0   0   0   0   0   0 
   64        2       238 212 204 159 171 180   0   0   0   0 
   64        3       183 195 200 217 190 180 173 168   0   0 
   64        4       183 200 204 217 190 181 178 170 168 163 
// mot devant une prep   avant fin de phrase.:
   65        0       187 204   0   0   0   0   0   0   0   0 
   65        1       156 149 153 212   0   0   0   0   0   0 
   65        2       180 200 173 166 159 190   0   0   0   0 
   65        3       178 190 200 212 178 164 159 195   0   0 
   65        4       180 207 183 159 190 181 176 153 166 192 
// NOM ou ADJ en d‚but de phrase :
   66        0       222 265   0   0   0   0   0   0   0   0 
   66        1       234 249 185 170   0   0   0   0   0   0 
   66        2       212 187 266 193 200 205   0   0   0   0 
   66        3       229 255 238 221 210 195 187 170   0   0 
   66        4       207 241 231 210 204 192 187 180 176 173 
// fin de groupe nominal sans pause en attaque. :
   67        0       226 195   0   0   0   0   0   0   0   0 
   67        1       204 238 214 195   0   0   0   0   0   0 
   67        2       221 238 214 178 195 248   0   0   0   0 
   67        3       232 248 275 239 229 192 180 173   0   0 
   67        4       209 229 263 226 214 204 198 192 187 176 
// marqueur devant proposition forte  intonation montante avant fin de phrase :
   68        0       149 210   0   0   0   0   0   0   0   0 
   68        1       163 147 153 232   0   0   0   0   0   0 
   68        2       222 207 197 149 153 210   0   0   0   0 
   68        3       207 232 207 188 180 149 146 214   0   0 
   68        4       224 193 180 173 170 159 149 146 153 200 
// mot devant : :
   69        0       159 210   0   0   0   0   0   0   0   0 
   69        1       141 153 178 200   0   0   0   0   0   0 
   69        2       170 200 170 149 141 202   0   0   0   0 
   69        3       183 212 200 173 156 146 139 192   0   0 
   69        4       183 200 204 217 224 210 180 153 142 197 
// chiffre en fin de phrase. :
   70        0       204 178   0   0   0   0   0   0   0   0 
   70        1       195 224 190 164   0   0   0   0   0   0 
   70        2       198 215 190 185 170 158   0   0   0   0 
   70        3       207 217 224 241 210 190 170 158   0   0 
   70        4       215 207 197 180 204 193 185 180 173 170 
// troisiŠme groupe de chiffre d'un nø de t‚l‚phone. :
   71        0       193 221   0   0   0   0   0   0   0   0 
   71        1       244 190 204 212   0   0   0   0   0   0 
   71        2       255 265 244 190 204 212   0   0   0   0 
   71        3       258 268 231 214 204 180 204 212   0   0 
   71        4       258 275 248 236 224 204 200 180 204 212 
// deuxiŠme groupe de chiffre d'un nø de t‚l‚phone. :
   72        0       161 229   0   0   0   0   0   0   0   0 
   72        1       238 212 166 243   0   0   0   0   0   0 
   72        2       261 212 204 170 159 239   0   0   0   0 
   72        3       244 234 224 204 185 166 159 239   0   0 
   72        4       258 248 231 214 204 193 185 166 159 238 
// premier groupe de chiffre d'un nø de t‚l‚phone. :
   73        0       159 229   0   0   0   0   0   0   0   0 
   73        1       246 224 164 195   0   0   0   0   0   0 
   73        2       258 241 207 156 163 195   0   0   0   0 
   73        3       258 251 292 248 219 166 158 200   0   0 
   73        4       275 251 239 226 210 193 185 163 156 200 
// = 8 en attaque de phrase. :
   74        0       229 187   0   0   0   0   0   0   0   0 
   74        1       248 224 166 207   0   0   0   0   0   0 
   74        2       246 224 215 175 164 200   0   0   0   0 
   74        3       204 221 266 238 204 161 156 202   0   0 
   74        4       229 209 204 192 248 207 200 161 156 204 
// Verbe en debut de phrase :
   75        0       229 190   0   0   0   0   0   0   0   0 
   75        1       229 190 185 170   0   0   0   0   0   0 
   75        2       210 238 258 212 181 149   0   0   0   0 
   75        3       212 255 221 204 200 185 180 170   0   0 
   75        4       207 241 231 210 200 187 181 175 170 166 
// grosses prep commencant par petites prep: en fin de..en tete de phrase :
   76        0       256 205   0   0   0   0   0   0   0   0 
   76        1       144 178 258 224   0   0   0   0   0   0 
   76        2       153 180 261 238 190 168   0   0   0   0 
   76        3       144 178 275 268 248 236 180 163   0   0 
   76        4       238 200 265 248 224 221 192 180 166 156 
// grosses prep commencant par petite prep:
// a partir de a cause du..  en milieu de phrase :
   77        0       195 180   0   0   0   0   0   0   0   0 
   77        1       153 180 207 176   0   0   0   0   0   0 
   77        2       149 175 227 204 190 170   0   0   0   0 
   77        3       156 180 248 214 204 193 185 166   0   0 
   77        4       251 241 198 236 227 221 217 204 190 149
